ogc_fid,objectid,pid,Folio,true_site_addr,true_site_unit,true_site_city,true_site_zip_code,true_mailing_addr1,true_mailing_addr2,true_mailing_addr3,true_mailing_city,true_mailing_state,true_mailing_zip_code,true_mailing_country,Ownership,true_owner1,true_owner2,true_owner3,Owner Categories,condo_flag,parent_folio,dor_code_cur,dor_desc,subdivision,bedroom_count,bathroom_count,half_bathroom_count,floor_count,unit_count,building_actual_area,building_heated_area,lot_size,year_built,assessment_year_cur,assessed_val_cur,dos_1,price_1,legal,Field2,Unnamed: 40,camp_ownership,camp_categories,exclude
37305,37305,426591,141020059620,1391 W FLAGLER ST,,Miami,33135-2319,9401 BISCAYNE BLVD,,,MIAMI SHORES,FL,33138,USA,Archdiocese of Miami,THE MOST REVERNED THOMAS G WENSKI,ARCHBISHOP OF THE ARCHDIOCESE,OF MIAMI,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,14102005.0,0,0,0,0,0,0,0,15000.0,0,2020,845517,20120229.0,100.0,LAWRENCE ESTATE LAND COS SUB PB 2-46 LOT 11 & 12 BLK 62 LOT SIZE 100.000 X 150 OR 18119-1259 0598 2 (2),2,,Religious Organization,Institutional,
347,347,211385,101060101030,230 NE 6 ST,,Miami,33132-1923,11011 SW 104 ST,,,MIAMI,FL,33176-3330,,Miami-Dade College,MIAMI DADE COMMUNITY COLLEGE,DISTRICT BD OF TRU OF MIA DADE CO,,Institutional,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,10106010.0,0,0,0,0,0,0,0,15000.0,0,2020,5352971,20040601.0,0.0,MIAMI NORTH PB B-41 LOTS 3 & 4 BLK 61 LOT SIZE 100.000 X 150 COC 22382-2049 06 2004 3,2,,Miami-Dade College,Institutional,
16844,16844,269077,131260180010,2255 NW 10 AVE,,Miami,33127-4219,5TH FL EVAL & TREATMENT CTR,,,TALLAHASSEE,FL,32399,,State of Florida,TIITF/HRS-YOUTH & FAM SERV,% DNR DOUGLAS BLDG,,Governmental,N,,8799,STATE : STATE OF FLORIDA,13126018.0,16,4,0,2,16,13629,13629,14967.0,1994,2020,1340260,,,FLOWERS SUB PB 15-12 LOTS 1 THRU 4 LOT SIZE 14967 SQ FT OR 11794-2686 0583 5,1,,State of Florida,Governmental,
265041,265041,280587,3031150330020,2400 NW 62 ST,,Unincorporated County,33147-7741,6100 NW 24 AVE,,,MIAMI,FL,33247,,Religious Organization,ST MATTHEWS MISSIONARY,BAPTIST CHURCH INC,,Institutional,N,,1066,VACANT LAND - COMMERCIAL : EXTRA FEA OTHER THAN PARKING,303115033.0,0,0,0,0,0,0,0,14931.0,0,2020,123665,19920601.0,30000.0,REV PL OF FRANCES PK PB 38-47 PT E150FT OF TR 2-A DESC BEG SE COR TR 2-A TH W150FT N100.38FT E125.12FT SELY A/D 39.15FT S75.59FT TO POB LOT SIZE 14931 SQUARE FEET OR 15554-2097 0692 1,2,,Religious Organization,Institutional,
516632,516632,411678,3350260240030,15201 SW 77 AVE,,Palmetto Bay,33157-2420,9401 BISCAYNE BLVD,,,MIAMI SHORES,FL,33138-2970,,Archdiocese of Miami,THE MOST REV ED A MCCARTHY AS,ARCHBISHOP OF THE ARCHDI OF MIAMI,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,335026024.0,0,0,0,0,0,0,0,14904.0,0,2020,223560,19920501.0,450000.0,ROYAL CUTLER ESTATES PB 138-6 LOT 3 BLK 1 LOT SIZE 14904 F/A/U 30-5026-000-0080 OR 15543-0637 0592 2 (5) F/A/U 30-5026-024-0030,2,,Religious Organization,Institutional,
206178,206178,564378,2822090090070,18200 BISCAYNE BLVD,,Aventura,33160-0000,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLA DOT,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,282209009.0,0,0,0,0,0,0,0,14892.0,0,2020,18019,19800701.0,275000.0,MAULE FDL HIGHWAY INDUST SITES PB 46-55 LOT 1 & N10FT LOT 2 LOT SIZE 146 X 102 CASE NO 92-25024 F/A/U 30-2209-009-0070,2,,State of Florida,Governmental,
64617,64617,405830,141370410010,,,Miami,33136-0000,444 SW 2 AVE,,,MIAMI,FL,33130,,City of Miami,CITY OF MIAMI,,,Governmental,N,,8040,VACANT GOVERNMENTAL : MUNICIPAL,14137041.0,0,0,0,0,0,0,0,14879.0,0,2020,158152,20091204.0,100.0,NEW HOPE OVERTOWN PB 157-14 T-20833 TRACT A LOT SIZE 14879 SQ FT FAU 01-0104-090-1060 THRU 1100 & 1200 & 0105-020-1010 THRU 1040 & OR 26540-1270 082008 3 @,2,,City of Miami,Governmental,
136773,136773,174738,622190072120,,,North Miami,33161-0000,FINANCE DEPT PO BOX 610847,,,NO MIAMI,FL,33261,,City of North Miami,CITY OF NORTH MIAMI,,,Governmental,N,,8040,VACANT GOVERNMENTAL : MUNICIPAL,62219007.0,0,0,0,0,0,0,0,14853.0,0,2020,194628,,,19-20 52 42 PB 23-80 IRONS MANOR HIGH PINE ADDN SEC A LOTS 12 & 13 BLK 72 LOT SIZE IRREGULAR,2,,City of North Miami,Governmental,
72238,72238,448116,232220060350,,,Miami Beach,33140-0000,1700 CONVENTION CENTER DR,,,MIAMI BEACH,FL,33139-1819,,City of Miami Beach,CITY OF MIAMI BEACH,CITY HALL,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,23222006.0,0,0,0,0,0,0,0,14790.0,0,2020,739500,,,22 53 42 NAUTILUS EXT PB 34-47 LOT 26 BLK 17 LOT SIZE 106.480 X 120,2,,City of Miami Beach,Governmental,
27487,27487,259392,131360590020,,,Miami,,1000 NW 111 AVE,,,MIAMI,FL,33172,,State of Florida,STATE OF FLORIDA,DEPT OF TRANSPORTATION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13136059.0,0,0,0,0,0,0,0,14788.0,0,2020,295760,20140828.0,0.0,36-37 53 41 .3374 AC M/L GREYHOUND CENTER PB 77-98 COMM NE COR TRACT A S 02 DEG E 53.99FT FOR POB CONT S 02 DEG E 99.98FT S 88 DEG W .64FT N 56 DEG W 263.45FT N 87 DEG E 113.44 FT S 64 DEG E 114.33FT TO POB & PORT DESC BEG X E/L OF TR A & SWLY/L OF SR 836 R/W TH S 64 DEG E 11.35FT S 02 DEG E 83.70FT S 87 DEG W 10.00FT N 02 DEG W 91.07 TO POB & W1/2 ALLEY PORT LYG E & ADJ DESC COMM X E/L OF TR A & SWLY/L OF SR 836 R/W TH S 64 DESG E 11.35 FT S 02 DEG E 83.70FT FOR POB TH S8.91FT M/L S 87 DEG W 10FT N 02 DEG W 8.91FT N 87 DEG E 10FT TO POB CLOSED PER ORD 13492 LOT SIZE 14788 SQ FT M/L FAU 01 3136 059 0010,2,,State of Florida,Governmental,
476401,476401,494168,3069230010082,,,Unincorporated County,33032-0000,PO BOX 4311,,,PRINCETON,FL,33092-4311,,Religious Organization,PRINCETON CHURCH OF THE NAZARENE,,,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,306923001.0,0,0,0,0,0,0,0,14769.0,0,2020,37462,,,PRINCETON PARK PB 7-118 LOTS 9 & 10 & 30FT OF SW 247 ST LYG N & ADJ CLOSED PER R-1203-87 LOT SIZE 14769 SQ FT OR 11288-758 1281 1,2,,Religious Organization,Institutional,
20404,20404,239005,131270430230,1908 NW 21 ST,,Miami,33142-7314,1401 NW 7 ST,,,MIAMI,FL,33125-3601,,Miami-Dade County,MIAMI-DADE COUNTY,MIAMI DADE HOUSING AGENCY,,Governmental,N,,8647,COUNTY : DADE COUNTY,13127043.0,3,3,0,1,2,1726,1726,14768.0,1939,2020,402780,,,WALKERS SUB PB 3-42 PARC 1 AKA LOTS 1 & 2 BLK 3 LOT SIZE 14768 SQ FT,1,,Miami-Dade County,Governmental,
182376,182376,288833,1422350070510,222 95 ST,,Surfside,33154-2802,9293 HARDING AVE,,,SURFSIDE,FL,33154-3009,,Town of Surfside,TOWN OF SURFSIDE,,,Governmental,N,,8065,VACANT GOVERNMENTAL : PARKING LOT,142235007.0,0,0,0,0,0,0,0,14760.0,0,2020,2127198,,,ALTOS DEL MAR NO 6 PB 8-106 E72.70FT OF LOTS 9-10-11 & 12 & THE S5FT OF W62.30FT OF LOT 9 BLK 4 LOT SIZE 205.000 X 72,2,,Town of Surfside,Governmental,
265040,265040,394965,3031150330010,,,Unincorporated County,33147-0000,6100 NW 24 AVE,,,MIAMI,FL,33142,USA,Religious Organization,ST MATTHEWS MISSIONARY,BAPTIST CHURCH INC,,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,303115033.0,0,0,0,0,0,0,0,14740.0,0,2020,124847,20140211.0,170000.0,REV PL OF FRANCES PK PB 38-47 TR 2-A LESS E150FT & LESS N20FT FOR R/W LOT SIZE 147.4 X 100 OR 13131-2155 1186 4 COC 25114-4277/26016-4568 1106 5,2,,Religious Organization,Institutional,
62743,62743,514040,141210320240,3143 GRAND AVE,,Miami,33133-5103,225 NO HUMPHREYS BLVD,,,MEMPHIS,TN,38166,,Federal,US POSTAL SVC,,,Governmental,N,,8098,VACANT GOVERNMENTAL : FEDERAL,14121032.0,0,0,0,0,0,0,0,14719.0,0,2020,1835718,19911201.0,0.0,CHAS H FROWS SUB PB 13-53 LOTS 19 & 20 LESS S15FT FOR R/W BLK 2 LOT SIZE 14719 SQ FT OR 16330-1227 0494 3,2,,Federal,Governmental,
260080,260080,318654,3031100281440,,,Unincorporated County,33147-0000,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI-DADE COUNTY,GSA R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303110028.0,0,0,0,0,0,0,0,14700.0,0,2020,124509,19850301.0,0.0,10 53 41 PARA VILLA HGTS PB 3-106 W140FT LESS W35FT FOR R/W BLK 28 LOT SIZE 14700 SQ FEET OR 20543-1455 0702 3,2,,Miami-Dade County,Governmental,
188139,188139,21143,1722310030110,,,Biscayne Park,33161-0000,640 NE 114 ST,,,BISCAYNE PARK,FL,33161-6202,,Village of Biscayne Park,VILLAGE OF BISCAYNE PK,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,172231003.0,0,0,0,0,0,0,0,14625.0,0,2020,144760,,,GRIFFING BISCAYNE PARK ESTS AMD PL PB 14-1 LOT 34 LESS ROAD R/W & BLK 11 LESS CAN R/W LOT SIZE 75.000 X 195,2,,Village of Biscayne Park,Governmental,
540498,540498,87351,3421090030034,,,Miami Gardens,33056-0000,3145 NW 168 TER,,,MIAMI,FL,33056,,Religious Organization,CHURCH OF GOD UNIVERSAL,TRUTH INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,342109003.0,0,0,0,0,0,0,0,14616.0,0,2020,110867,20180705.0,0.0,GOLDEN GLADES PK 3RD ADD A RESUB PB 41-70 S1/2 LESS W80FT LOT 2 BLK 3 & S1/2 LESS E85.8FT LOT 1 BLK 3 LOT SIZE 139.20 X 105.00 F/A/U 30-2109-003-0034 OR 21027-4458 0203 5 (2) COC 24599-3055 12 2005 1,2,,Religious Organization,Institutional,
26762,26762,540243,131350420010,1199 NW 8 ST,,Miami,33136-2307,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA,DOT,,Governmental,N,,8099,VACANT GOVERNMENTAL : STATE,13135042.0,0,0,0,0,0,0,0,14568.0,0,2020,509880,20000901.0,0.0,.33 AC LUMS SUBDIVISION PB 81-63 TRACT A LOT SIZE 14568 SQUARE FEET OR 19345-3607 1000 3,2,,State of Florida,Governmental,
239387,239387,305466,3022040080150,,,Unincorporated County,33180-0000,19000 NE 25 AVE,,,N MIAMI BEACH,FL,33180-3209,,Religious Organization,HILLEL COMMUNITY DAY SCHOOL INC,,,Institutional,N,,66,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,302204008.0,0,0,0,0,0,0,0,14565.0,0,2020,90854,20010201.0,40000.0,HARRIETTE PARK NO 2 AMD PLAT LOT 3 & E9.58FT LOT 2 & W36.58FT LOT 4 BLK 2 PB 32-38 LOT SIZE 14565 SQ FT M/L OR 19536-1128 02 2001 6,2,,,,
7047,7047,415895,131140352320,5901 NW 17 AVE,,Miami,33142-2405,40 NW 3RD ST STE 1103,,,MIAMI,FL,33128,,State of Florida,DEPARTMENT OF OFF ST PARKING,,,Governmental,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,13114035.0,0,0,0,0,0,0,0,14552.0,0,2020,182194,20061201.0,0.0,ORANGE HGTS PB 14-62 LOTS 1 THRU 6 BLK 13 & W1/2 OF ALLEY LYG E & ADJ CLOSED PER ORD 13492 LOT SIZE 14552 SQ FT OR 25359-1114 1143 1135 1206 3,2,,State of Florida,Governmental,
184627,184627,486937,1678240060320,,,Florida City,33034-0000,404 W PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,FLORIDA CITY COMM REV AGENCY,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824006.0,0,0,0,0,0,0,0,14550.0,0,2020,40020,20170928.0,0.0,24 57 38 GREEN PARK SUB PB 47-25 LOT 16 BLK 2 LOT SIZE 75.000 X 194 OR 18115-2610 0598 3,2,,Community Redevelopment Agency,Governmental,
184626,184626,444573,1678240060310,,,Florida City,33034-0000,404 W PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,FLORIDA CITY COMM REV AGENCY,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824006.0,0,0,0,0,0,0,0,14550.0,0,2020,40020,20170928.0,0.0,24 57 38 GREEN PARK SUB PB 47-25 LOT 15 BLK 2 LOT SIZE 75.000 X 194 OR 18039-0226 0398 3,2,,Community Redevelopment Agency,Governmental,
184618,184618,350553,1678240060220,971 NW 12 ST,,Florida City,33034-1954,404 WEST PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,FLORIDA CITY COMM REV AGENCY,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824006.0,0,0,0,0,0,0,0,14550.0,0,2020,40020,20170928.0,0.0,24 57 38 GREEN PARK SUB PB 47-25 LOT 6 BLK 2 LOT SIZE 75.000 X 194 OR 18037-3866 0398 3,2,,Community Redevelopment Agency,Governmental,
184616,184616,331792,1678240060200,951 NW 12 ST,,Florida City,33034-1954,404 W PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,FLORIDA CITY COMM REV AGENCY,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824006.0,0,0,0,0,0,0,0,14550.0,0,2020,40020,20170928.0,0.0,24 57 38 GREEN PARK SUB PB 47-25 LOT 4 BLK 2 LOT SIZE 75.000 X 194 OR 18037-3942 0398 3,2,,Community Redevelopment Agency,Governmental,
131747,131747,89344,531190134760,450 ELDRON DR,,Miami Springs,33166-7110,351 S STATE RD #434,,,ALTAMONTE SPRINGS,FL,32714-3824,,Religious Organization,FLORIDA CONFERENCE ASSOC OF 7TH,DAY ADVENTISTS,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,53119013.0,0,0,0,0,0,0,0,14550.0,0,2020,203700,19971201.0,265000.0,19 53 41 .33 AC PB 34-40 COUNTRY CLUB ESTS SEC 2 REV PL N75FT OF S225FT TR C BLK 141 LOT SIZE 14550 SQUARE FEET OR 17907-0595 1297 2 (2),2,,Religious Organization,Institutional,
154891,154891,402249,821280030155,,,Opa-locka,33054-0000,777 SHARAZAD BLVD,,,OPA LOCKA,FL,33054-3521,,City of Opa Locka,CITY OF OPA LOCKA,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,82128003.0,0,0,0,0,0,0,0,14549.0,0,2020,138454,,,NILE GARDENS SEC 1 PB 31-42 PORT OF LOT 8 BLK 300 DESC BEG NE COR LOT 8 TH S 8 DEG E 84.91FT N 48 DEG W 49.44FT S 86 DEG W 243.81FT N 3 DEG W 50FT N 86 DEG E 278.61FT TO POB LOT SIZE 14549 SQ FT F/A/U 08-2128-003-0150 OR 16282-4217 1193 3,2,,City of Opa Locka,Governmental,
41743,41743,367524,141040220540,20 SW 34 AVE,,Miami,33135-1007,3360 W FLAGLER ST,,,MIAMI,FL,33135-1137,,Religious Organization,ST PETERS EVANGELICAL LUTH CH,,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,14104022.0,0,0,0,0,0,0,0,14521.0,0,2020,363390,,,4 54 41 KIRKLAND HEIGHTS AMD PB 3-214 LOTS 1 TO 3 INC LESS N20FT FOR ST BLK 16 LOT SIZE IRREGULAR,1,,Religious Organization,Institutional,
252079,252079,189212,3031010430020,,,Unincorporated County,33150-0000,351 S. STATE ROAD 434,,,ALTAMONTE SPRINGS,FL,32714,USA,Religious Organization,FLORIDA CONFERENCE ASSOCIATION OF,SEVENTH-DAY ADVENTISTS,,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,303101043.0,0,0,0,0,0,0,0,14514.0,0,2020,233747,20130916.0,280000.0,DADE AUTO DEALERS SUB PB 95-29 LOT 2 BLK 1 LOT SIZE IRREGULAR 74R 3653 OR 18645-4757 0699 1,2,,Religious Organization,Institutional,
397581,397581,431629,3050320040880,,,Unincorporated County,33157-0000,10074 W INDIGO ST,,,PERRINE,FL,33157-5348,,Religious Organization,KERR UNITED METHODIST CHURCH INC,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,305032004.0,0,0,0,0,0,0,0,14500.0,0,2020,32151,20010901.0,12000.0,MAP OF PERRINE PB B-79 LOT 12 BLK 11 LOT SIZE 100.000 X 145 OR 19957-0742 0901 1,2,,Religious Organization,Institutional,
397567,397567,120776,3050320040690,10050 W JESSAMINE ST,,Unincorporated County,33157-5362,10080 W JESSAMINE ST,,,PERRINE,FL,33157-5362,,Religious Organization,HURST CHAPEL AME CHURCH,,,Institutional,N,,7081,VACANT LAND - INSTITUTIONAL : VACANT LAND,305032004.0,0,0,0,0,0,0,0,14500.0,0,2020,32151,19820601.0,12000.0,MAP OF PERRINE PB B-79 LOT 11 BLK 10 LOT SIZE 100.000 X 145 OR 11463-1798 0682 1,2,,Religious Organization,Institutional,
397562,397562,334628,3050320040570,,,Unincorporated County,33157-0000,10053 KUMQUAT ST,,,PERRINE,FL,33157-5535,,Religious Organization,EVANGELIST MISSION CHURCH,OF GOD IN CHRIST INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,305032004.0,0,0,0,0,0,0,0,14500.0,0,2020,32151,20071201.0,0.0,MAP OF PERRINE PB B-79 LOT 2 BLK 10 LOT SIZE 100.000 X 145 OR 11165-718 0781 1 COC 26097-2797/26019-0677 1207 4,2,,Religious Organization,Institutional,
160742,160742,435811,1078130010130,711 NW 1 AVE,,Homestead,33030-5974,622 N KROME AVE,,,HOMESTEAD,FL,33034,USA,Religious Organization,FIRST UNITED METHODIST CHURCH,OF HOMESTEAD INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,107813001.0,0,0,0,0,0,0,0,14500.0,0,2020,46409,20141006.0,170000.0,C P ADAMS PB 3-4 LOT 16 & 17 LOT SIZE 100.000 X 145 OR 10426-795-93-91-89 0479 4,2,,Religious Organization,Institutional,
12048,12048,251467,131240012790,677 NW 47 ST,,Miami,33127-2362,698 NW 47 TERR,,,MIAMI,FL,33127-2314,,Religious Organization,MOUNT SINAI MISS BAPTIST CHURCH,,,Institutional,N,,7144,RELIGIOUS - EXEMPT : RELIGIOUS,13124001.0,3,1,0,1,1,1006,1006,14500.0,1938,2020,282121,,,BAY VISTA PARK AMD PL PB 10-5 LOTS 13 & 14 LESS W5FT FOR ST & LOT 15 BLK 15 LOT SIZE IRREGULAR,1,,Religious Organization,Institutional,
13650,13650,561224,131240181265,,,Miami,,1665 NORTH POINT DR NW,,,WASHINGTON,DC,20012,USA,Religious Organization,BISHOP S C MADISON TRS,UNITED HOUSE OF PRAYER FOR ALL,PEOPLE OF THE CHURCH OF THE ROCK,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,,0,0,0,0,0,0,0,14485.0,0,2020,583203,,,24 53 41 BUENA VISTA HGTS EXTN PB 3-64 LOTS 1 LESS E10FT & LOT 2 BLK 31 LOT SIZE 14485 SQ FT FAU 01 3124 018 1260,2,,Religious Organization,Institutional,
505725,505725,382235,3220130042430,,,Miami Lakes,33014-0000,8004 NW 154 ST PMB #378,,,MIAMI LAKES,FL,33016,,Town of Miami Lakes,TOWN OF MIAMI LAKES,,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,322013004.0,0,0,0,0,0,0,0,14375.0,0,2020,54625,20110606.0,0.0,MIAMI LAKES WINDMILL GATE SEC PB 103-41 TRACT P-56 & PROP INT IN & TO COMMON ELEMENTS LOT SIZE 14375 SQ FT F/A/U 30-2013-004-2430,2,,Town of Miami Lakes,Governmental,
253752,253752,239246,3031030000220,2390 NW 93 ST,,Unincorporated County,33147-3032,2330 NW 93 ST,,,MIAMI,FL,33147,,Religious Organization,93 ST COMMUNITY MISSIONARY,BAPTIST CHURCH INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303103000.0,0,0,0,0,0,0,0,14365.0,0,2020,69338,19931101.0,67000.0,3 53 41 .33 AC E85FT OF W110FT OF S168.5FT OF N1/2 OF SW1/4 OF NE1/4 OF SW1/4 LOT SIZE 85.000 X 169 OR 16155-5019 1193 1 COC 24970-0295 09 2006 5,2,,Religious Organization,Institutional,
15928,15928,458231,131250352901,550 NW 22 ST,,Miami,33127-4728,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,GSA-R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13125035.0,0,0,0,0,0,0,0,14362.0,0,2020,650048,20040101.0,0.0,NORTH WEST 7TH AVE ADD PB 7-36 LOTS A & 10 & 11 BLK A & N1/2 OF ALLEY LYG S & ADJ CLOSED PER ORD 13492 LOT SIZE 14362 SQ FT M/L OR 26649-1893 102008 3 COC 23093-3923 01 2004 3,2,,Miami-Dade County,Governmental,
18675,18675,297735,131260540710,1027 NW 20 ST,,Miami,33127-0000,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,13126054.0,0,0,0,0,0,0,0,14300.0,0,2020,526550,,,HAWKINS PARK AMD PL PB 7-88 LOTS 16 & 17 BLK 6 LOT SIZE 100.000 X 143,2,,City of Miami,Governmental,
263437,263437,293713,3031150030070,1736 NW 62 ST,,Unincorporated County,33147-7952,1410 NE 2 AVE,,,MIAMI,FL,33132-1308,,School Board,BOARD OF PUBLIC INSTRUCTION,,,Governmental,N,,8647,COUNTY : DADE COUNTY,303115003.0,14,12,0,2,12,5489,5489,14300.0,1959,2020,321095,,,15 53 41 EATONTON PB 3-193 LOTS 8 & 9 BLK 1 /AKA PARCEL 7/ PR ADD 1744 NW 62 ST LOT SIZE 100.000 X 143,1,,School Board,Governmental,
26864,26864,373336,131350870012,,,Miami,33125-0000,444 SW 2ND AVE,,,MIAMI,FL,33130,USA,City of Miami,CITY OF MIAMI,DEPT OF PUBLIC FACILITIES,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13135087.0,0,0,0,0,0,0,0,14281.0,0,2020,458775,20120925.0,100.0,WAGNER SQUARE PB 162-66 T-21836 PORT TR A DESC BEG 57.23FTE OF SW COR TR A N 00 DEG W 65.79FT N 89 DEG E 201.77FT S 00 DEG E 66.46FT N 89 DEG W 201.77FT TO POB & N1/2 OF ALLEY LYG S & ADJ CLOSED ORD 13492 LOT SIZE 14281 SQ FT M/L FAU 01 3135 087 0010,2,,City of Miami,Governmental,
223983,223983,10187,3021010420010,,,Unincorporated County,33179-0000,18301 N MIAMI AVE 1,,,MIAMI,FL,33169,USA,Larkin,LARKIN UNIVERSITY CORP,,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,302101042.0,0,0,0,0,0,0,0,14268.0,0,2020,193817,20190311.0,8100000.0,.33 AC M/L E G K FIRST ADDITION PB 91-75 TRACT A OR 20593-2705 0802 2 (3),1,,Larkin,Institutional,
236065,236065,101987,3021350000260,1220 NW 111 ST,,Unincorporated County,33167-4028,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,ISD RE MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,302135000.0,0,0,0,0,0,0,0,14250.0,0,2020,29157,20130422.0,0.0,35 52 41 .33 AC W50FT OF E243FT OF N320FT OF E393FT OF E1/2 OF NE1/4 OF SW1/4 LESS N35FT LOT SIZE 50.000 X 285 OR 17552-4509 0397 4,2,,Miami-Dade County,Governmental,
75733,75733,337326,232340070570,,,Miami Beach,33139-0000,1700 CONVENTION CENTER DR,,,MIAMI BEACH,FL,33139-1819,,City of Miami Beach,CITY OF MIAMI BEACH,CITY HALL,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,23234007.0,0,0,0,0,0,0,0,14250.0,0,2020,1425000,,,GOLF COURSE SUB AMD PL PB 6-26 LOT 3 & S45FT LOT 4 BLK 36 LOT SIZE 95.000 X 150,2,,City of Miami Beach,Governmental,
271682,271682,316940,3031290200120,,,Unincorporated County,33142-0000,701 NW 1 CT STE 1700,,,MIAMI,FL,33136-3902,,Miami-Dade County,MIAMI-DADE COUNTY,MIAMI-DADE TRANSIT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303129020.0,0,0,0,0,0,0,0,14250.0,0,2020,570000,20070101.0,0.0,CAPITAL MARITIME TERMINAL PB 121-31 LOT 12 BLK 1 LOT SIZE 14250 SQ FT COC 25306-4777 01 2007 3,2,,Miami-Dade County,Governmental,
271681,271681,548210,3031290200110,,,Unincorporated County,33142-0000,701 NW 1 CT STE 1700,,,MIAMI,FL,33136-3902,,Miami-Dade County,MIAMI-DADE COUNTY,MIAMI-DADE TRANSIT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303129020.0,0,0,0,0,0,0,0,14250.0,0,2020,570000,20070101.0,0.0,CAPITAL MARITIME TERMINAL PB 121-31 LOT 11 BLK 1 LOT SIZE 14250 SQ FT COC 25306-4777 01 2007 3,2,,Miami-Dade County,Governmental,
271680,271680,444877,3031290200100,,,Unincorporated County,33142-0000,701 NW 1 CT STE 1700,,,MIAMI,FL,33136-3902,,Miami-Dade County,MIAMI-DADE COUNTY,MIAMI-DADE TRANSIT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303129020.0,0,0,0,0,0,0,0,14250.0,0,2020,570000,20070101.0,0.0,CAPITAL MARITIME TERMINAL PB 121-31 LOT 10 BLK 1 LOT SIZE 14250 SQ FT COC 25306-4777 01 2007 3,2,,Miami-Dade County,Governmental,
